,Open,High,Low,Close
0,1.0689749717712402,1.070004940032959,1.0670700073242188,1.0682299137115479
1,1.068234920501709,1.0705050230026245,1.0665299892425537,1.0684549808502197
2,1.0684349536895752,1.0697749853134155,1.065209984779358,1.067865014076233
3,1.067870020866394,1.0714349746704102,1.06746506690979,1.069654941558838
4,1.0696499347686768,1.069854974746704,1.0677800178527832,1.0685449838638306
5,1.0685399770736694,1.074084997177124,1.0671449899673462,1.073989987373352
6,1.0739749670028687,1.0748549699783325,1.0719000101089478,1.0722849369049072
7,1.0722949504852295,1.0733799934387207,1.0709550380706787,1.072200059890747
8,1.072195053100586,1.072510004043579,1.069390058517456,1.0717849731445312
9,1.0717799663543701,1.076775074005127,1.0688550472259521,1.0761200189590454
10,1.076104998588562,1.0774049758911133,1.0681049823760986,1.0701149702072144
11,1.07014000415802,1.0706100463867188,1.064520001411438,1.065019965171814
12,1.065024971961975,1.0659949779510498,1.061115026473999,1.0618749856948853
13,1.0618600845336914,1.064234972000122,1.0611499547958374,1.0630149841308594
14,1.0630099773406982,1.064170002937317,1.058609962463379,1.0593900680541992
15,1.059385061264038,1.059540033340454,1.0521249771118164,1.0540649890899658
16,1.054075002670288,1.054305076599121,1.0505850315093994,1.0528550148010254
17,1.0528500080108643,1.053344964981079,1.0502450466156006,1.050379991531372
18,1.050374984741211,1.0520200729370117,1.0475749969482422,1.0486550331115723
19,1.0486600399017334,1.049565076828003,1.0465400218963623,1.0465500354766846
20,1.0465550422668457,1.0485749244689941,1.0453699827194214,1.045390009880066
21,1.0453799962997437,1.0474400520324707,1.0439900159835815,1.044795036315918
22,1.044800043106079,1.045604944229126,1.0418250560760498,1.0435950756072998
23,1.0435900688171387,1.045835018157959,1.0403649806976318,1.0410449504852295
24,1.0410399436950684,1.042484998703003,1.0399149656295776,1.0406099557876587
25,1.040605068206787,1.0443300008773804,1.039720058441162,1.044165015220642
26,1.044160008430481,1.0484750270843506,1.043760061264038,1.0457500219345093
27,1.045759916305542,1.0459100008010864,1.042544960975647,1.0449349880218506
28,1.0449299812316895,1.0468449592590332,1.041599988937378,1.0423200130462646
29,1.042335033416748,1.0443400144577026,1.0406849384307861,1.0427650213241577
30,1.0427550077438354,1.0440599918365479,1.039984941482544,1.0429999828338623
31,1.0430150032043457,1.0468149185180664,1.0424100160598755,1.0464849472045898
32,1.0464799404144287,1.0494449138641357,1.0452499389648438,1.0484950542449951
33,1.0484800338745117,1.0507850646972656,1.044640064239502,1.0484950542449951
34,1.048490047454834,1.0495350360870361,1.043815016746521,1.0444300174713135
35,1.0444049835205078,1.0446549654006958,1.0403000116348267,1.042044997215271
36,1.0420550107955933,1.043220043182373,1.038004994392395,1.0401849746704102
37,1.0401499271392822,1.0452300310134888,1.0359150171279907,1.0436549186706543
38,1.0436649322509766,1.046494960784912,1.0410399436950684,1.045989990234375
39,1.0460000038146973,1.0469799041748047,1.0432250499725342,1.0452849864959717
40,1.0453100204467773,1.0469449758529663,1.0430999994277954,1.0439400672912598
41,1.043950080871582,1.044409990310669,1.038100004196167,1.0396499633789062
42,1.0396699905395508,1.0424399375915527,1.0383999347686768,1.040410041809082
43,1.040405035018921,1.0426199436187744,1.0391449928283691,1.0398399829864502
44,1.039834976196289,1.046334981918335,1.0383650064468384,1.0458550453186035
45,1.0458600521087646,1.0507400035858154,1.0435349941253662,1.0507349967956543
46,1.0507450103759766,1.0573049783706665,1.0500849485397339,1.0556550025939941
47,1.055649995803833,1.0601550340652466,1.0546799898147583,1.0547149181365967
48,1.054724931716919,1.0560948848724365,1.0528349876403809,1.0530500411987305
49,1.0530400276184082,1.0539500713348389,1.051764965057373,1.0526199340820312
50,1.0526349544525146,1.0530800819396973,1.0494099855422974,1.0517799854278564
51,1.0517699718475342,1.0535800457000732,1.0499999523162842,1.0519850254058838
52,1.0520050525665283,1.0526700019836426,1.047569990158081,1.0488200187683105
53,1.0488450527191162,1.0490200519561768,1.0444600582122803,1.0465149879455566
54,1.0465199947357178,1.0499849319458008,1.0460200309753418,1.0489249229431152
55,1.0489299297332764,1.0502750873565674,1.0474950075149536,1.0498099327087402
56,1.049804925918579,1.0533299446105957,1.0491199493408203,1.0532649755477905
57,1.053279995918274,1.0545949935913086,1.051029920578003,1.0539000034332275
58,1.0539050102233887,1.0543849468231201,1.0507400035858154,1.0526149272918701
59,1.052609920501709,1.0541750192642212,1.0498199462890625,1.0524299144744873
60,1.0524399280548096,1.055400013923645,1.05131995677948,1.0551300048828125
61,1.0551249980926514,1.0582599639892578,1.0544849634170532,1.0549449920654297
62,1.0549399852752686,1.056304931640625,1.0544350147247314,1.055190086364746
